alcohol_pct,brand,container_type,hierarchy_subtype,hierarchy_type,name,price,short_pack_size,short_pack_size_num,short_volume,standard vol,supplier_id,type,total oz,cost per oz,oz of alcohol per dollar
4.50,Captain Lawrence,BOTTLE,IPA,domestic,Captain Lawrence Effortless Session IPA,15.19,6 pack,6,12oz,12,210,domestic,72,0.21,0.21
6.50,,CAN,IPA,domestic,Sloop Brewing Juice Bomb Northeastern IPA,21.99,6 pack,6,12oz,12,536,domestic,72,0.31,0.21
5.30,Left Hand,BOTTLE,,domestic,Left Hand Sawtooth Nitro,35.99,12 pack,12,12oz,12,210,domestic,144,0.25,0.21
5.30,Left Hand,BOTTLE,,domestic,Left Hand Sawtooth Nitro,71.99,24 pack,24,12oz,12,210,domestic,288,0.25,0.21
4.80,Two Roads,CAN,ale,domestic,Two Roads Lil Heaven IPA,14.49,4 pack,4,16oz,16,849,domestic,64,0.23,0.21
4.40,Plzensky Prazdroj,BOTTLE,pilsner,imported,Pilsner Urquell,29.90,12 pack,12,12oz,12,210,imported,144,0.21,0.21
5.00,Austin Eastciders,CAN,,cider,Austin Eastciders Pineapple Cider,16.99,6 pack,6,12oz,12,536,cider,72,0.24,0.21
5.00,Austin Eastciders,CAN,,cider,Austin Eastciders Blood Orange Cider,16.99,6 pack,6,12oz,12,536,cider,72,0.24,0.21
5.00,Austin EastCider,CAN,,cider,Austin East Cider Watermelon,16.99,6 pack,6,12oz,12,536,cider,72,0.24,0.21
5.00,Austin Eastciders,CAN,,cider,Austin Eastcider's Rosé Dry Cider,16.99,6 pack,6,12oz,12,536,cider,72,0.24,0.21
5.00,Austin Eastciders,CAN,,cider,Austin Eastciders Ruby Red,16.99,6 pack,6,12oz,12,536,cider,72,0.24,0.21
5.00,Bell's Brewery,BOTTLE,ale,imported,Bell's Winter White Ale,16.99,6 pack,6,12oz,12,536,imported,72,0.24,0.21
5.00,Peak Organic,CAN,,domestic,Peak Summer Session,16.99,6 pack,6,12oz,12,536,domestic,72,0.24,0.21
5.00,Greenport Harbor,BOTTLE,ale,domestic,Greenport Harbor Summer Ale,16.99,6 pack,6,12oz,12,536,domestic,72,0.24,0.21
5.00,Montauk,CAN,ale,domestic,Montauk Hop Blonde Ale,16.99,6 pack,6,12oz,12,210,domestic,72,0.24,0.21
5.00,Austin Eastciders,CAN,,cider,Austin Eastciders Spiced Cider,16.99,6 pack,6,12oz,12,536,cider,72,0.24,0.21
5.00,Austin Eastciders,CAN,,cider,Austin Eastciders Texas Brut Super Dry Cider,16.99,6 pack,6,12oz,12,536,cider,72,0.24,0.21
5.00,,CAN,pilsner,domestic,Five Boroughs Brewing Pilsner,33.99,12 pack,12,12oz,12,536,domestic,144,0.24,0.21
4.40,Plzensky Prazdroj,BOTTLE,pilsner,imported,Pilsner Urquell,29.92,12 pack,12,12oz,12,536,imported,144,0.21,0.21
4.40,Plzensky Prazdroj,BOTTLE,pilsner,imported,Pilsner Urquell,59.87,24 pack,24,12oz,12,210,imported,288,0.21,0.21
4.80,Pacifico,KEG,,kegs,Pacifico Keg,449.99,1,1,15.5gal,1984,210,kegs,1984,0.23,0.21
4.40,Plzensky Prazdroj,BOTTLE,pilsner,imported,Pilsner Urquell,59.89,24 pack,24,12oz,12,536,imported,288,0.21,0.21
4.40,Kona,BOTTLE,ale,domestic,Kona Big Wave Golden Ale,59.99,24 pack,24,12oz,12,536,domestic,288,0.21,0.21
4.10,Butternuts,CAN,pale ale,domestic,Butternuts Porkslap Pale Ale,13.99,6 pack,6,12oz,12,229,domestic,72,0.19,0.21
3.50,Modelo Chelada,CAN,,imported,Modelo Chelada Especial,3.99,1,1,24oz,24,849,imported,24,0.17,0.21
3.50,Modelo Chelada,CAN,,imported,Modelo Chelada Tamarindo Picante,3.99,1,1,24oz,24,849,imported,24,0.17,0.21
4.60,Boddingtons,CAN,ale,imported,Boddingtons Pub Ale,13.99,4 pack,4,16oz,16,536,imported,64,0.22,0.21
4.60,Boddingtons,CAN,ale,imported,Boddingtons Pub Ale,13.99,4 pack,4,16oz,16,536,imported,64,0.22,0.21
4.50,Corona,BOTTLE,lager,imported,Coronita,8.99,6 pack,6,7oz,7,809,imported,42,0.21,0.21
3.50,Heineken,BOTTLE,light lager,imported,Heineken Light,11.99,6 pack,6,12oz,12,809,imported,72,0.17,0.21
3.50,Heineken,BOTTLE,light lager,imported,Heineken Light,11.99,6 pack,6,12oz,12,210,imported,72,0.17,0.21
4.20,Narragansett,CAN,ale,domestic,Narragansett Seasonal Summer Ale,14.39,6 pack,6,12oz,12,809,domestic,72,0.20,0.21
5.00,Guinness,BOTTLE,porter and stout,imported,Guinness Extra Stout,15.99,6 pack,6,11.2oz,11.2,229,imported,67.2,0.24,0.21
4.90,Anchor,BOTTLE,,domestic,Anchor Steam,16.79,6 pack,6,12oz,12,809,domestic,72,0.23,0.21
4.80,Blue Point Brewing Company,BOTTLE,IPA,domestic,Blue Point Mosaic IPA,32.99,12 pack,12,12oz,12,210,domestic,144,0.23,0.21
4.80,Blue Point Brewing Company,BOTTLE,IPA,domestic,Blue Point Mosaic IPA,65.99,24 pack,24,12oz,12,210,domestic,288,0.23,0.21
4.90,Sapporo,CAN,,imported,Sapporo Premium Beer,5.15,1,1,22oz,22,809,imported,22,0.23,0.21
4.50,Magic Hat,BOTTLE,wheat,domestic,Magic Hat Circus Boy,15.49,6 pack,6,12oz,12,210,domestic,72,0.22,0.21
4.50,BON & VIV Spiked Seltzer,CAN,,hard seltzer,BON & VIV Spiked Seltzer Grapefruit,30.99,12 pack,12,12oz,12,536,hard seltzer,144,0.22,0.21
4.50,BON & VIV Spiked Seltzer,CAN,,hard seltzer,BON & VIV Spiked Seltzer Prickly Pear,30.99,12 pack,12,12oz,12,536,hard seltzer,144,0.22,0.21
4.90,Montauk,CAN,IPA,domestic,Montauk Session IPA,16.95,6 pack,6,12oz,12,536,domestic,72,0.24,0.21
5.20,Two Roads,CAN,fruit,domestic,Two Roads Passion Fruit Gose,15.99,4 pack,4,16oz,16,849,domestic,64,0.25,0.21
5.20,Victory Brewing Company,BOTTLE,ale,domestic,Victory Summer Love,17.99,6 pack,6,12oz,12,536,domestic,72,0.25,0.21
5.20,Bronx Brewery,CAN,pale ale,domestic,Bronx Brewery Summer Pale Ale,17.99,6 pack,6,12oz,12,536,domestic,72,0.25,0.21
4.90,,CAN,,cider,Willie's Superbrew Pomegranate & Acai,16.99,6 pack,6,12oz,12,536,cider,72,0.24,0.21
4.90,Montauk,CAN,IPA,domestic,Montauk Session IPA,16.99,6 pack,6,12oz,12,210,domestic,72,0.24,0.21
4.90,,CAN,,cider,Willie's Superbrew Sparkling Mango & Passionfruit,16.99,6 pack,6,12oz,12,536,cider,72,0.24,0.21
4.90,21st Amendment,CAN,fruit,domestic,21st Amendment Hell Or High Watermelon,33.99,12 pack,12,12oz,12,210,domestic,144,0.24,0.21
4.90,Oskar Blues,CAN,IPA,domestic,Oskar Blues Pinner Throwback IPA,33.99,12 pack,12,12oz,12,210,domestic,144,0.24,0.21
4.90,Oskar Blues,CAN,IPA,domestic,Oskar Blues Pinner Throwback IPA,67.99,24 pack,24,12oz,12,210,domestic,288,0.24,0.21
4.80,Gaffel,BOTTLE,kolsch,imported,Gaffel Kolsch,16.67,6 pack,6,12oz,12,809,imported,72,0.23,0.21
11.00,Allagash,BOTTLE,,domestic,Allagash Curieux,25.49,4 pack,4,12oz,12,849,domestic,48,0.53,0.21
6.90,Graft Cider,CAN,,cider,Graft Farm Flor Rustic Cider,15.99,4 pack,4,12oz,12,536,cider,48,0.33,0.21
6.90,Graft,CAN,,cider,Graft Last Camp,15.99,4 pack,4,12oz,12,536,cider,48,0.33,0.21
6.90,,CAN,,cider,Bad Seed Dry Cider,15.99,4 pack,4,12oz,12,536,cider,48,0.33,0.21
4.60,Blue Point Brewing Company,BOTTLE,ale,domestic,Blue Point Blueberry Ale,15.99,6 pack,6,12oz,12,536,domestic,72,0.22,0.21
4.60,Omission,BOTTLE,lager,domestic,Omission Lager,15.99,6 pack,6,12oz,12,536,domestic,72,0.22,0.21
4.60,Peak Organic,CAN,pilsner,domestic,Peak Organic Fresh Cut,31.99,12 pack,12,12oz,12,536,domestic,144,0.22,0.21
5.10,Peroni,CAN,ale,imported,Peroni Nastro Azzurro,49.99,12 pack,12,16.9oz,16.9,536,imported,202.8,0.25,0.21
4.30,Dos Equis,BOTTLE,lager,imported,Dos Equis XX Lager,59.88,24 pack,24,12oz,12,210,imported,288,0.21,0.21
4.30,Dos Equis,BOTTLE,lager,imported,Dos Equis XX Lager,59.89,24 pack,24,12oz,12,536,imported,288,0.21,0.21
4.30,Dos Equis,BOTTLE,lager,imported,Dos Equis XX Lager,29.96,12 pack,12,12oz,12,210,imported,144,0.21,0.21
4.30,Dos Equis,BOTTLE,lager,imported,Dos Equis XX Lager,29.97,12 pack,12,12oz,12,536,imported,144,0.21,0.21
4.30,Harpoon,BOTTLE,IPA,domestic,Harpoon Take 5 Session IPA,29.99,12 pack,12,12oz,12,210,domestic,144,0.21,0.21
4.30,Dos Equis,BOTTLE,lager,imported,Dos Equis XX Lager,44.99,18 pack,18,12oz,12,536,imported,216,0.21,0.21
4.30,Harpoon,BOTTLE,IPA,domestic,Harpoon Take 5 Session IPA,59.99,24 pack,24,12oz,12,210,domestic,288,0.21,0.21
4.50,Stella Artois,CAN,,cider,Stella Artois Cidre,3.49,1,1,16oz,16,229,cider,16,0.22,0.21
4.00,Spoetzl Brewery,BOTTLE,,domestic,Shiner Ruby Red Bird,13.99,6 pack,6,12oz,12,229,domestic,72,0.19,0.21
5.00,Peak Organic,BOTTLE,,domestic,Peak Summer Session,17.49,6 pack,6,12oz,12,210,domestic,72,0.24,0.21
5.40,Weihenstephaner,BOTTLE,lager,imported,Weihenstephaner Original Lager,4.20,1,1,16oz,16,809,imported,16,0.26,0.21
5.40,Weihenstephaner,BOTTLE,lager,imported,Weihenstephaner Original Lager,4.20,1,1,16oz,16,809,imported,16,0.26,0.21
5.70,Augustiner,BOTTLE,lager,imported,Augustiner Brau Edelstoff,19.99,6 pack,6,12oz,12,849,imported,72,0.28,0.21
4.70,Founders Brewing Co.,BOTTLE,IPA,domestic,Founders All Day IPA,32.99,12 pack,12,12oz,12,210,domestic,144,0.23,0.21
4.20,Bud Light,BOTTLE,,domestic,Bud Light Lime,14.79,6 pack,6,12oz,12,210,domestic,72,0.21,0.20
4.40,Kona,BOTTLE,ale,domestic,Kona Big Wave Golden Ale,30.99,12 pack,12,12oz,12,536,domestic,144,0.22,0.20
7.50,,CAN,,,Gun Hill Void Of Light,23.49,4 pack,4,16oz,16,849,,64,0.37,0.20
5.10,Downeast,CAN,,cider,Downeast Original Blend Cider,17.99,6 pack,6,12oz,12,809,cider,72,0.25,0.20
5.10,Downeast,CAN,,cider,Downeast Original Blend Cider,17.99,6 pack,6,12oz,12,536,cider,72,0.25,0.20
4.20,Abita,BOTTLE,amber ale,domestic,Abita Amber,14.85,6 pack,6,12oz,12,210,domestic,72,0.21,0.20
4.20,Abita,BOTTLE,amber ale,domestic,Abita Amber,14.85,6 pack,6,12oz,12,210,domestic,72,0.21,0.20
4.80,Austin Eastciders,CAN,,cider,Austin Eastciders Original Dry Cider,16.99,6 pack,6,12oz,12,536,cider,72,0.24,0.20
4.80,Bitburger,CAN,pilsner,imported,Bitburger Premium Pilsner,3.99,1,1,16.9oz,16.9,229,imported,16.9,0.24,0.20
7.30,Barrier Brewing Company,CAN,IPA,domestic,Barrier Brewing Money IPA,22.99,4 pack,4,16oz,16,536,domestic,64,0.36,0.20
11.00,New Holland,BOTTLE,,domestic,New Holland Dragon's Milk,25.99,4 pack,4,12oz,12,210,domestic,48,0.54,0.20
5.40,Duclaw,CAN,lager,domestic,Duclaw Lawn Dart,3.19,1,1,12oz,12,849,domestic,12,0.27,0.20
4.50,BON & VIV Spiked Seltzer,CAN,,hard seltzer,BON & VIV Spiked Seltzer Black Cherry Rosemary,15.99,6 pack,6,12oz,12,536,hard seltzer,72,0.22,0.20
4.50,BON & VIV Spiked Seltzer,CAN,,hard seltzer,BON & VIV Spiked Seltzer Classic,15.99,6 pack,6,12oz,12,536,hard seltzer,72,0.22,0.20
4.50,,CAN,,cider,Willie's Superbrew Sparkling Ginger Lemon,15.99,6 pack,6,12oz,12,849,cider,72,0.22,0.20
4.50,BON & VIV Spiked Seltzer,CAN,,hard seltzer,BON & VIV Spiked Seltzer Prickly Pear,15.99,6 pack,6,12oz,12,536,hard seltzer,72,0.22,0.20
4.50,Samuel Adams,BOTTLE,IPA,domestic,Samuel Adams Rebel Rider IPA,31.99,12 pack,12,12oz,12,210,domestic,144,0.22,0.20
6.10,Allagash,BOTTLE,fruit,domestic,Allagash Saison,14.49,4 pack,4,12oz,12,849,domestic,48,0.30,0.20
4.20,Abita,BOTTLE,amber ale,domestic,Abita Amber,29.98,12 pack,12,12oz,12,210,domestic,144,0.21,0.20
4.90,Flying Dog,BOTTLE,lager,domestic,Flying Dog Numero Uno Summer Cerveza,17.49,6 pack,6,12oz,12,210,domestic,72,0.24,0.20
4.20,Goose Island,BOTTLE,wheat,domestic,Goose Island 312 Urban Wheat Ale,29.99,12 pack,12,12oz,12,210,domestic,144,0.21,0.20
4.20,Goose Island,BOTTLE,wheat,domestic,Goose Island 312 Urban Wheat Ale,59.99,24 pack,24,12oz,12,210,domestic,288,0.21,0.20
5.30,Left Hand,BOTTLE,,domestic,Left Hand Sawtooth Nitro,18.99,6 pack,6,12oz,12,210,domestic,72,0.26,0.20
5.00,CERVEZA MEXICANA COLIBRE,BOTTLE,,,Cerveza Mexicana Colibre Mexican Craft Lager,2.99,1,1,12oz,12,698,,12,0.25,0.20
5.00,DuClaw Brewing Co,CAN,,,DuClaw Brewing Co. BitBeer Lager,2.99,1,1,12oz,12,698,,12,0.25,0.20
5.00,,BOTTLE,,,Moody Tongue Brewing Company Smoked Applewood Gold,2.99,1,1,12oz,12,698,,12,0.25,0.20
4.30,Smuttynose,BOTTLE,IPA,domestic,Smutty Nose Bouncy House IPA,15.49,6 pack,6,12oz,12,210,domestic,72,0.22,0.20
5.00,Stella Artois,CAN,lager,imported,Stella Artois,14.99,4 pack,4,14.9oz,14.9,210,imported,59.6,0.25,0.20
4.00,Victoria,BOTTLE,lager,imported,Victoria,28.99,12 pack,12,12oz,12,210,imported,144,0.20,0.20
4.00,Victoria,BOTTLE,lager,imported,Victoria,57.99,24 pack,24,12oz,12,210,imported,288,0.20,0.20
6.50,,CAN,IPA,imported,Sloop Liquid Sorcery IPA,20.99,4 pack,4,16oz,16,536,imported,64,0.33,0.20
4.40,Spoetzl Brewery,BOTTLE,amber ale,domestic,Shiner Bock,15.99,6 pack,6,12oz,12,536,domestic,72,0.22,0.20
5.00,Guinness,BOTTLE,porter and stout,imported,Guinness Extra Stout,16.99,6 pack,6,11.2oz,11.2,210,imported,67.2,0.25,0.20
4.80,Blue Point Brewing Company,BOTTLE,IPA,domestic,Blue Point Mosaic IPA,17.49,6 pack,6,12oz,12,210,domestic,72,0.24,0.20
5.20,Einstok,BOTTLE,ale,domestic,Einstok White Ale,18.99,6 pack,6,12oz,12,229,domestic,72,0.26,0.20
4.10,Butternuts,CAN,pale ale,domestic,Butternuts Porkslap Pale Ale,29.95,12 pack,12,12oz,12,210,domestic,144,0.21,0.20
4.10,Butternuts,CAN,pale ale,domestic,Butternuts Porkslap Pale Ale,29.96,12 pack,12,12oz,12,536,domestic,144,0.21,0.20
4.65,Lagunitas,BOTTLE,IPA,domestic,Lagunitas Daytime IPA,16.99,6 pack,6,12oz,12,536,domestic,72,0.24,0.20
4.65,Lagunitas,CAN,IPA,domestic,Lagunitas Daytime IPA,16.99,6 pack,6,12oz,12,536,domestic,72,0.24,0.20
8.60,Southern Tier,BOTTLE,ale,domestic,Southern Tier Pumking Ale,20.99,4 pack,4,12oz,12,849,domestic,48,0.44,0.20
4.90,Bira 91,BOTTLE,lager,imported,Bira 91 Blonde,2.99,1,1,12oz,12,698,imported,12,0.25,0.20
3.80,Carlsberg,BOTTLE,lager,imported,Carlsberg Lager,12.99,6 pack,6,11.2oz,11.2,849,imported,67.2,0.19,0.20
4.50,,CAN,,cider,Willie's Superbrew Sparkling Ginger Lemon,32.99,12 pack,12,12oz,12,536,cider,144,0.23,0.20
4.50,Cisco Brewers,BOTTLE,wheat,domestic,Cisco Grey Lady Ale,65.99,24 pack,24,12oz,12,210,domestic,288,0.23,0.20
4.90,21st Amendment,CAN,fruit,domestic,21st Amendment Hell Or High Watermelon,17.99,6 pack,6,12oz,12,210,domestic,72,0.25,0.20
4.90,Oskar Blues,CAN,IPA,domestic,Oskar Blues Pinner Throwback IPA,17.99,6 pack,6,12oz,12,210,domestic,72,0.25,0.20
3.50,Amstel,BOTTLE,light lager,imported,Amstel Light,12.90,6 pack,6,12oz,12,210,imported,72,0.18,0.20
3.66,Bell's Brewery,BOTTLE,lager,imported,Bell's Octoberfest,13.49,6 pack,6,12oz,12,849,imported,72,0.19,0.20
4.60,Kona,BOTTLE,pale lager,domestic,Kona Longboard Island Lager,16.99,6 pack,6,12oz,12,536,domestic,72,0.24,0.19
4.60,Peak Organic,CAN,pilsner,domestic,Peak Organic Fresh Cut,16.99,6 pack,6,12oz,12,536,domestic,72,0.24,0.19
4.20,Guinness,CAN,porter and stout,imported,Guinness Draught,12.89,4 pack,4,14.9oz,14.9,536,imported,59.6,0.22,0.19
3.50,Heineken,BOTTLE,light lager,imported,Heineken Light,12.99,6 pack,6,12oz,12,849,imported,72,0.18,0.19
4.30,Dos Equis,BOTTLE,lager,imported,Dos Equis XX Lager,15.99,6 pack,6,12oz,12,536,imported,72,0.22,0.19
4.30,Harpoon,BOTTLE,IPA,domestic,Harpoon Take 5 Session IPA,15.99,6 pack,6,12oz,12,210,domestic,72,0.22,0.19
4.70,Founders Brewing Co.,BOTTLE,IPA,domestic,Founders All Day IPA,17.49,6 pack,6,12oz,12,210,domestic,72,0.24,0.19
4.20,Guinness,CAN,porter and stout,imported,Guinness Draught,12.95,4 pack,4,14.9oz,14.9,210,imported,59.6,0.22,0.19
4.50,Avery,CAN,ale,domestic,Avery El Gose,16.79,6 pack,6,12oz,12,809,domestic,72,0.23,0.19
4.80,,CAN,,,12 Gates Brewing Company Cherry Vanilla Wheat,2.99,1,1,12oz,12,698,,12,0.25,0.19
6.00,Boomerang,CAN,,,Mayflower Brewing Company Boomerang Hoppy Pale Ale,4.99,1,1,16oz,16,698,,16,0.31,0.19
6.00,New World,CAN,,,Mayflower Brewing Company New World IPA,4.99,1,1,16oz,16,698,,16,0.31,0.19
4.40,Kona,BOTTLE,ale,domestic,Kona Big Wave Golden Ale,32.99,12 pack,12,12oz,12,210,domestic,144,0.23,0.19
9.00,Allagash,BOTTLE,pale ale,domestic,Allagash Tripel Reserve,11.75,1,1,25oz,25,809,domestic,25,0.47,0.19
3.50,Amstel,BOTTLE,light lager,imported,Amstel Light,13.19,6 pack,6,12oz,12,809,imported,72,0.18,0.19
4.50,,CAN,,cider,Willie's Superbrew Sparkling Ginger Lemon,16.99,6 pack,6,12oz,12,536,cider,72,0.24,0.19
4.50,Cisco Brewers,BOTTLE,wheat,domestic,Cisco Grey Lady Ale,33.99,12 pack,12,12oz,12,210,domestic,144,0.24,0.19
13.00,Mikkeller,CAN,,,Mikkeller San Diego Beer Geek Vanilla Shake Stout,43.99,4 pack,4,16oz,16,849,,64,0.69,0.19
4.20,Angry Orchard,BOTTLE,,cider,Angry Orchard Easy Apple,15.99,6 pack,6,12oz,12,536,cider,72,0.22,0.19
4.20,Abita,BOTTLE,amber ale,domestic,Abita Amber,15.99,6 pack,6,12oz,12,536,domestic,72,0.22,0.19
4.20,Narragansett,CAN,ale,domestic,Narragansett Seasonal,15.99,6 pack,6,12oz,12,849,domestic,72,0.22,0.19
4.70,,CAN,IPA,domestic,The Winner's Circle American Session Ale,3.99,1,1,16oz,16,698,domestic,16,0.25,0.19
5.10,Allagash,BOTTLE,ale,domestic,Allagash White,77.96,24 pack,24,12oz,12,210,domestic,288,0.27,0.19
5.10,Allagash,BOTTLE,ale,domestic,Allagash White,77.97,24 pack,24,12oz,12,536,domestic,288,0.27,0.19
4.20,Guinness,CAN,porter and stout,imported,Guinness Draught,79.99,24 pack,24,14.9oz,14.9,536,imported,357.6,0.22,0.19
8.50,Brouwerij Huyghe,CAN,,imported,Delirium Tremens,28.99,4 pack,4,16oz,16,849,imported,64,0.45,0.19
8.00,Lagunitas,BOTTLE,IPA,domestic,Lagunitas Hop Stoopid,15.99,2 pack,2,18.7oz,18.7,536,domestic,37.4,0.43,0.19
5.10,Allagash,BOTTLE,ale,domestic,Allagash White,13.09,4 pack,4,12oz,12,210,domestic,48,0.27,0.19
7.30,Barrier Brewing Company,CAN,IPA,domestic,Barrier Brewing Money IPA,49.99,8 pack,8,16oz,16,536,domestic,128,0.39,0.19
5.40,Bayerische Staatsbr. Weihenst.,BOTTLE,,,Weihenstephan Hefe-Weiss,4.89,1,1,16.9oz,16.9,849,,16.9,0.29,0.19
4.00,Victoria,BOTTLE,lager,imported,Victoria,15.49,6 pack,6,12oz,12,210,imported,72,0.22,0.19
4.10,Butternuts,CAN,pale ale,domestic,Butternuts Porkslap Pale Ale,15.89,6 pack,6,12oz,12,210,domestic,72,0.22,0.19
5.10,Allagash,BOTTLE,ale,domestic,Allagash White,13.19,4 pack,4,12oz,12,809,domestic,48,0.27,0.19
5.50,Mikkeller,CAN,american pale ale,domestic,Mikkeller Sd Staff Magician Pale Ale,18.99,4 pack,4,16oz,16,536,domestic,64,0.30,0.19
4.50,Stone,BOTTLE,IPA,domestic,Stone Go To IPA,69.95,24 pack,24,12oz,12,210,domestic,288,0.24,0.19
4.50,Stone,BOTTLE,IPA,domestic,Stone Go To IPA,34.99,12 pack,12,12oz,12,210,domestic,144,0.24,0.19
5.20,Collective Arts,CAN,Sour,imported,Collective Arts Jam Up The Mash Dry Hopped Sour,17.98,4 pack,4,16oz,16,536,imported,64,0.28,0.19
5.20,Collective Arts,CAN,Sour,imported,Collective Arts Jam Up The Mash Dry Hopped Sour,17.99,4 pack,4,16oz,16,809,imported,64,0.28,0.18
4.40,Plzensky Prazdroj,BOTTLE,pilsner,imported,Pilsner Urquell,15.99,6 pack,6,11.2oz,11.2,536,imported,67.2,0.24,0.18
4.10,Butternuts,CAN,pale ale,domestic,Butternuts Porkslap Pale Ale,15.99,6 pack,6,12oz,12,536,domestic,72,0.22,0.18
4.90,,CAN,,,Mikkeller Brewing NYC Can I Get A Wit Wit?,16.99,4 pack,4,16oz,16,698,,64,0.27,0.18
7.20,,CAN,IPA,imported,Threes Constant Disappointment IPA,24.99,4 pack,4,16oz,16,536,imported,64,0.39,0.18
5.20,Einstock,BOTTLE,,imported,Einstock,18.99,6 pack,6,11.2oz,11.2,229,imported,67.2,0.28,0.18
5.10,Allagash,BOTTLE,ale,domestic,Allagash White,39.97,12 pack,12,12oz,12,210,domestic,144,0.28,0.18
5.10,Allagash,BOTTLE,ale,domestic,Allagash White,39.98,12 pack,12,12oz,12,536,domestic,144,0.28,0.18
6.50,Oskar Blues,CAN,ale,domestic,Oskar Blues Death By Coconut,16.99,4 pack,4,12oz,12,849,domestic,48,0.35,0.18
5.50,Doc's,BOTTLE,,cider,Doc's Pear Hard Apple Cider,6.60,1,1,22oz,22,809,cider,22,0.30,0.18
4.20,Guinness,CAN,porter and stout,imported,Guinness Draught,40.99,12 pack,12,14.9oz,14.9,536,imported,178.8,0.23,0.18
13.50,Goose Island,BOTTLE,porter and stout,domestic,Goose Island Bourbon County Brand Café de Olla Stout,49.99,4 pack,4,16.9oz,16.9,536,domestic,67.6,0.74,0.18
4.40,Kona,BOTTLE,ale,domestic,Kona Big Wave Golden Ale,17.49,6 pack,6,12oz,12,210,domestic,72,0.24,0.18
4.80,Allagash,CAN,ale,domestic,Allagash River Trip Session Ale,16.99,4 pack,4,16oz,16,849,domestic,64,0.27,0.18
4.50,Champion Brewing Company,CAN,,,Champion Brewing Company True Love Mexican-Style Lager,2.99,1,1,12oz,12,698,,12,0.25,0.18
4.50,,BOTTLE,,,Moody Tongue Brewing Company Peeled Grapefruit Pilsner,2.99,1,1,12oz,12,698,,12,0.25,0.18
8.00,Lagunitas,BOTTLE,IPA,domestic,Lagunitas Hop Stoopid,7.09,1,1,16oz,16,849,domestic,16,0.44,0.18
6.00,Makku,CAN,,,Original Makku,3.99,1,1,12oz,12,698,,12,0.33,0.18
6.00,Makku,CAN,,,Blueberry Makku,3.99,1,1,12oz,12,698,,12,0.33,0.18
6.00,Makku,CAN,,,Mango Makku,3.99,1,1,12oz,12,698,,12,0.33,0.18
6.00,Montauk,CAN,ale,domestic,Montauk Driftwood Ale,3.99,1,1,12oz,12,698,domestic,12,0.33,0.18
6.00,,CAN,,,Departed Soles Brewing Company GoodbIPA: Four My Homie (GF),3.99,1,1,12oz,12,698,,12,0.33,0.18
4.50,Taj Mahal,BOTTLE,lager,imported,Taj Mahal,5.49,1,1,22oz,22,849,imported,22,0.25,0.18
4.00,SixPoint,CAN,IPA,domestic,Sixpoint Trail Haze,15.99,6 pack,6,12oz,12,536,domestic,72,0.22,0.18
4.00,Woodchuck,BOTTLE,,cider,Woodchuck Pear Cider,15.99,6 pack,6,12oz,12,849,cider,72,0.22,0.18
6.00,Maui,CAN,ale,imported,Maui Brewing Coconut Porter,15.99,4 pack,4,12oz,12,229,imported,48,0.33,0.18
4.50,Cisco Brewers,BOTTLE,wheat,domestic,Cisco Grey Lady Ale,17.99,6 pack,6,12oz,12,210,domestic,72,0.25,0.18
5.60,,CAN,,,Clemson Bros. Brewery Brewers Mistress Session IPA,4.99,1,1,16oz,16,698,,16,0.31,0.18
7.00,,CAN,IPA,domestic,Lic Higher Burnin IPA,24.99,4 pack,4,16oz,16,536,domestic,64,0.39,0.18
7.00,,CAN,IPA,domestic,Threes Brewing Logical Conclusion IPA,24.99,4 pack,4,16oz,16,536,domestic,64,0.39,0.18
4.20,Guinness,BOTTLE,porter and stout,imported,Guinness Draught,16.99,6 pack,6,12oz,12,536,imported,72,0.24,0.18
5.00,Grolsch,BOTTLE,lager,imported,Grolsch Premium Lager,80.99,24 pack,24,12oz,12,210,imported,288,0.28,0.18
5.90,Moody Tongue,BOTTLE,IPA,domestic,Moody Tongue Sliced Nectarine IPA,3.99,1,1,12oz,12,698,domestic,12,0.33,0.18
4.20,Guinness,BOTTLE,porter and stout,imported,Guinness Draught,15.99,6 pack,6,11.2oz,11.2,229,imported,67.2,0.24,0.18
5.00,Grolsch,BOTTLE,lager,imported,Grolsch Premium Lager,40.99,12 pack,12,12oz,12,210,imported,144,0.28,0.18
3.50,,CAN,IPA,domestic,Five Boroughs Brewing Tiny Juice IPA,14.38,6 pack,6,12oz,12,536,domestic,72,0.20,0.18
3.50,,CAN,IPA,domestic,Five Boroughs Brewing Tiny Juice IPA,14.39,6 pack,6,12oz,12,809,domestic,72,0.20,0.18
6.00,Mikkeller,CAN,IPA,domestic,Mikkeller Haller Atcha Boy!,21.99,4 pack,4,16oz,16,536,domestic,64,0.34,0.17
4.90,,CAN,,,Mikkeller Brewing NYC Can I Get A Wit Wit?,17.99,4 pack,4,16oz,16,536,,64,0.28,0.17
4.50,Stone,BOTTLE,IPA,domestic,Stone Go To IPA,18.59,6 pack,6,12oz,12,210,domestic,72,0.26,0.17
6.50,,CAN,IPA,imported,Sloop Liquid Sorcery IPA,5.99,1,1,16oz,16,849,imported,16,0.37,0.17
6.50,,CAN,IPA,domestic,Sloop Brewing Cashmere Bomb Neipa,23.99,4 pack,4,16oz,16,536,domestic,64,0.37,0.17
